age,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,gender_Male,city_type_Semi-Urban,city_type_Urban,mental_state_Burnout,mental_state_Distracted,mental_state_Focused,learning_style_Practical,learning_style_Reading,learning_style_Visual,career_goal_Business,career_goal_Engineering,career_goal_Medical,career_goal_Research
15,5.5,2,100,52,3.5,1,83,1.2,2.5,10,9,6.0,9,8.0,0,1.1,6,9,3,3,6,9,7,42,0,0,1,0,0,0,0,0,0,0,0,0,0
17,3.7,2,92,95,4.9,0,55,1.0,0.7,8,6,6.0,9,5.7,7,0.5,2,6,4,10,3,3,3,38,1,1,0,1,0,0,0,0,0,0,0,0,0
20,5.1,6,43,60,5.2,0,99,2.2,0.3,1,9,2.0,8,5.6,7,1.1,9,10,10,5,7,10,4,45,1,0,0,0,1,0,0,1,0,0,1,0,0
21,2.7,3,48,77,1.4,1,20,1.1,2.8,10,4,10.0,5,8.2,4,0.2,10,6,8,8,9,8,2,47,1,0,1,0,0,0,0,0,1,1,0,0,0
15,2.4,2,65,72,3.4,1,22,1.4,2.8,6,9,3.0,6,5.5,5,1.6,5,10,4,7,6,10,7,51,1,0,0,0,0,1,0,0,0,0,1,0,0
21,4.8,5,63,69,4.1,1,37,2.3,1.3,6,6,5.0,3,6.4,6,0.6,2,6,9,8,8,8,7,52,1,1,0,0,0,0,0,0,0,0,1,0,0
20,4.4,0,93,87,2.4,0,52,3.9,0.2,1,3,4.0,5,6.9,6,2.1,5,3,6,6,8,2,1,69,0,1,0,0,0,0,0,0,1,0,0,1,0
17,5.6,2,55,54,3.4,1,29,2.5,2.3,3,2,10.0,9,5.8,3,1.8,2,7,5,5,3,5,2,40,1,0,1,0,0,0,1,0,0,0,0,0,0
15,5.1,5,50,81,2.9,0,15,1.1,3.6,6,2,8.0,7,6.7,6,1.5,9,9,9,6,10,6,3,67,0,0,1,0,0,1,0,0,1,0,0,1,0
15,4.9,6,79,61,3.1,1,85,1.0,1.5,4,2,1.0,7,6.9,2,1.7,6,4,6,3,8,10,2,37,1,0,0,0,0,0,0,0,1,0,0,0,0
18,4.3,3,79,92,2.5,0,26,1.1,2.3,10,1,4.0,4,7.5,2,0.1,7,8,5,7,8,9,3,42,0,0,0,0,1,0,0,0,1,1,0,0,0
15,3.0,6,70,57,2.5,1,57,0.6,1.7,2,7,6.0,2,5.6,2,0.0,10,4,5,4,3,5,9,72,1,0,0,0,0,0,1,0,0,0,0,0,1
22,3.4,7,47,78,2.3,1,98,0.1,0.1,4,5,10.0,6,6.7,5,1.2,8,8,7,6,2,7,5,73,0,0,0,0,0,1,0,1,0,0,0,0,0
21,3.8,0,40,80,4.4,1,110,1.0,0.7,6,9,2.0,3,4.8,3,1.4,7,7,1,9,8,4,10,74,0,1,0,0,0,1,0,0,1,0,0,0,1
16,7.2,3,83,87,2.4,1,87,0.7,2.5,2,7,7.0,4,7.0,7,0.0,1,1,5,6,3,9,10,69,1,0,1,1,0,0,0,1,0,1,0,0,0
22,5.5,0,52,81,2.0,0,96,1.1,2.3,3,6,2.0,6,6.2,7,0.1,3,10,3,1,5,4,9,70,1,0,1,0,0,0,0,0,1,0,0,0,1
23,4.2,3,78,71,0.5,0,8,2.0,3.8,1,6,4.0,1,4.8,7,1.2,10,8,2,7,8,8,10,96,0,0,0,0,0,1,0,0,1,0,0,0,0
19,6.0,0,67,74,4.3,0,86,3.0,4.8,2,2,5.0,5,6.6,7,1.1,4,9,4,10,5,7,4,46,1,0,1,0,0,1,0,0,1,0,0,1,0
15,2.8,7,54,61,4.0,0,101,1.6,2.1,8,8,1.0,8,8.8,0,1.7,10,5,5,8,7,8,6,21,0,1,0,1,0,0,1,0,0,0,0,0,1
17,2.4,5,47,90,2.1,0,92,0.0,2.8,1,6,3.0,8,6.7,5,1.7,5,3,4,4,6,10,1,21,0,1,0,0,0,0,0,0,1,0,1,0,0
18,5.5,6,99,95,4.6,1,87,0.4,0.1,8,8,1.0,10,7.7,6,0.6,8,8,2,4,6,9,8,55,0,1,0,0,0,1,1,0,0,0,1,0,0
16,4.4,2,97,73,6.1,0,30,1.1,0.0,3,3,8.0,5,7.5,2,0.2,2,7,2,4,7,4,7,88,1,1,0,0,0,0,0,1,0,0,1,0,0
21,3.8,1,69,52,1.6,1,25,2.7,1.6,6,5,1.0,4,6.4,1,0.0,4,9,5,8,9,10,5,46,0,0,1,0,0,1,0,0,0,0,1,0,0
21,3.8,3,66,67,5.8,1,44,1.7,0.0,1,8,7.0,5,5.3,1,0.1,8,6,5,9,2,1,8,73,1,1,0,1,0,0,0,0,1,0,0,0,0
21,4.4,6,100,77,1.1,1,98,0.0,0.7,7,4,9.0,1,4.7,6,0.8,1,1,9,10,6,10,5,75,0,0,1,0,0,1,1,0,0,0,0,0,1
15,4.2,0,93,75,3.4,1,116,1.2,3.9,8,6,1.0,5,6.4,7,1.2,9,2,10,5,10,4,6,48,1,0,1,1,0,0,1,0,0,0,0,1,0
16,4.1,5,53,62,3.7,1,11,0.5,1.7,3,3,1.0,3,7.4,7,0.0,10,8,8,1,7,2,1,50,0,0,1,0,0,0,0,0,1,0,0,0,1
19,3.5,7,54,96,3.7,1,84,0.0,0.2,2,3,6.0,8,6.1,7,1.7,7,8,3,7,10,9,3,37,0,0,1,1,0,0,0,0,0,1,0,0,0
16,2.9,3,73,92,5.7,1,49,1.8,1.4,6,10,2.0,8,4.4,1,1.3,4,6,8,3,10,1,4,46,1,0,1,0,0,1,1,0,0,1,0,0,0
20,2.9,7,45,84,2.8,0,116,2.1,0.7,10,3,9.0,7,9.1,5,0.4,9,9,7,10,3,5,4,59,0,0,0,0,0,1,1,0,0,0,0,0,0
23,3.5,7,86,74,2.5,1,78,0.7,1.7,9,9,3.0,4,5.8,2,0.8,5,5,6,7,7,1,2,66,0,0,1,0,0,1,0,0,0,0,0,0,0
15,5.1,2,57,84,3.1,0,10,1.1,1.0,10,4,7.0,6,7.8,1,1.0,8,7,7,8,1,1,8,62,0,1,0,0,0,1,1,0,0,1,0,0,0
18,3.8,4,86,61,1.7,1,105,0.0,1.4,3,4,4.0,3,5.7,4,0.5,7,4,4,9,6,4,2,77,1,0,0,0,0,1,0,0,1,0,0,1,0
18,2.7,5,84,68,1.6,1,66,2.1,0.1,9,7,3.0,3,5.2,5,1.6,9,4,9,4,2,2,5,36,1,0,0,0,0,0,0,0,0,1,0,0,0
19,4.4,3,58,91,0.0,1,98,2.7,0.9,5,3,5.0,2,4.5,1,0.0,8,1,7,5,8,1,7,74,0,0,0,0,0,0,1,0,0,0,0,0,1
15,2.7,0,50,77,3.8,0,57,0.4,0.8,8,4,3.0,10,7.5,2,0.6,10,1,6,2,1,2,6,25,0,0,0,1,0,0,0,1,0,0,0,1,0
18,5.4,4,49,91,1.9,0,44,2.7,0.1,6,10,5.0,6,6.8,3,0.2,2,9,2,10,9,2,8,86,0,0,1,1,0,0,0,1,0,0,1,0,0
18,4.7,6,99,51,5.2,0,28,0.0,5.4,9,2,5.0,4,6.3,4,1.0,5,2,8,2,10,6,8,55,0,0,0,1,0,0,1,0,0,0,0,1,0
18,5.3,4,75,74,4.1,0,100,2.7,3.7,2,6,3.0,7,7.3,7,0.1,3,7,6,1,7,7,1,43,1,0,0,0,0,0,0,0,1,0,0,0,0
18,4.4,6,79,63,1.6,0,87,2.9,4.0,6,2,5.0,9,6.8,7,0.8,7,7,6,8,6,10,3,48,0,0,1,0,0,1,0,0,0,0,0,0,1
17,3.2,6,40,66,4.5,0,70,2.7,3.7,3,1,3.0,3,5.6,3,1.3,4,9,7,4,3,6,3,45,1,0,0,0,0,1,0,0,1,0,0,0,0
23,6.2,5,67,96,4.6,1,87,1.8,2.4,10,3,10.0,7,4.7,2,1.7,8,3,7,3,7,10,10,40,1,0,1,1,0,0,0,0,1,0,1,0,0
20,1.4,5,85,87,3.3,1,117,2.3,2.4,8,8,4.0,6,7.7,3,1.6,3,5,5,5,8,9,9,33,1,0,1,1,0,0,1,0,0,0,0,1,0
18,5.3,2,71,98,1.2,1,96,2.6,2.3,9,10,9.0,6,5.3,4,1.1,3,1,3,4,8,9,3,61,0,0,0,0,0,1,0,0,0,1,0,0,0
19,7.0,5,62,74,1.8,0,110,0.9,2.6,1,9,10.0,10,6.7,1,0.0,6,4,1,1,5,2,4,78,1,1,0,0,0,0,1,0,0,0,1,0,0
18,5.0,0,46,79,1.8,1,12,1.2,3.7,2,4,9.0,2,5.8,3,0.4,4,5,1,7,10,7,9,86,0,0,0,0,0,1,0,0,0,0,1,0,0
20,7.4,5,75,67,2.4,0,94,1.7,1.9,1,10,10.0,7,5.3,3,0.0,8,8,6,3,5,2,5,83,1,1,0,1,0,0,1,0,0,1,0,0,0
21,3.3,0,93,70,0.1,1,6,2.4,0.1,6,2,3.0,7,8.3,2,2.3,10,1,10,4,2,4,1,29,1,1,0,0,1,0,1,0,0,0,1,0,0
22,5.9,5,81,74,3.3,0,61,1.4,2.2,3,7,1.0,9,7.1,4,1.5,10,7,10,7,3,3,10,57,0,0,1,0,0,0,0,0,0,0,0,1,0
20,2.1,3,86,87,0.0,1,12,3.6,0.8,4,3,5.0,3,5.8,4,1.8,3,9,5,9,7,7,6,78,1,0,1,0,0,0,0,1,0,0,1,0,0
20,7.2,0,49,92,3.9,1,84,1.0,3.2,9,2,9.0,1,7.3,5,1.6,9,4,9,7,6,5,9,72,0,1,0,0,1,0,1,0,0,0,0,0,0
16,2.5,2,99,77,1.3,0,115,3.3,4.7,1,4,9.0,2,5.3,7,1.1,8,7,5,9,4,6,2,60,0,1,0,1,0,0,1,0,0,0,1,0,0
16,4.8,1,86,61,5.9,1,115,3.5,0.5,7,3,3.0,7,7.1,5,0.7,8,9,1,3,7,6,7,39,0,0,1,0,1,0,0,0,1,1,0,0,0
15,5.2,2,67,98,2.2,0,42,3.6,2.8,6,6,3.0,8,3.5,3,1.4,10,8,5,9,9,1,6,87,1,1,0,0,0,1,0,0,0,0,0,1,0
21,5.6,2,62,81,1.6,0,34,1.3,2.8,1,5,9.0,7,9.0,1,2.3,8,3,8,3,10,7,2,74,0,0,1,0,0,0,0,0,0,0,1,0,0
23,3.8,4,84,80,3.1,0,49,0.1,0.3,5,6,5.0,1,6.5,3,0.0,2,9,6,9,6,6,2,70,0,0,1,0,0,1,0,0,1,1,0,0,0
22,4.3,0,63,68,1.4,0,22,0.6,4.1,8,3,1.0,4,6.4,5,0.0,2,9,2,3,7,3,9,72,1,0,0,0,0,1,1,0,0,0,1,0,0
15,4.3,1,58,82,1.8,0,59,0.9,0.3,6,5,10.0,6,4.1,7,0.7,10,10,9,4,2,8,4,51,0,0,1,0,0,0,0,1,0,0,0,0,0
23,1.6,7,48,94,5.2,1,13,0.5,0.6,3,9,4.0,5,9.3,1,0.0,2,4,10,10,9,8,3,44,0,0,1,0,0,0,0,1,0,0,0,1,0
18,4.7,7,52,61,4.0,0,77,1.3,0.8,8,7,7.0,8,7.8,7,1.4,10,3,5,7,9,2,4,65,1,0,1,0,0,0,0,1,0,0,0,0,1
15,6.9,6,45,52,1.4,1,62,1.1,1.3,4,5,3.0,6,4.6,6,0.5,8,9,4,9,7,3,7,55,0,1,0,1,0,0,0,0,1,0,0,1,0
15,2.6,0,55,96,4.2,0,86,0.9,3.5,10,1,7.0,10,5.8,1,1.3,2,7,6,9,7,1,8,42,1,1,0,0,0,0,0,1,0,0,0,0,1
17,3.4,2,77,63,2.7,1,55,1.4,2.5,8,7,8.0,3,6.3,2,1.3,7,9,1,8,8,6,4,82,1,1,0,0,0,1,0,0,1,0,1,0,0
21,6.0,2,40,76,2.9,0,91,1.5,2.5,5,1,2.0,4,6.1,4,3.0,3,5,3,4,3,4,1,42,1,0,1,0,0,0,0,0,0,0,0,1,0
22,4.5,5,53,99,1.5,0,83,1.3,1.1,2,4,7.0,8,7.7,4,2.2,9,2,8,8,4,1,1,48,0,0,1,0,1,0,0,1,0,0,0,1,0
16,4.2,5,46,78,2.0,1,95,1.4,1.7,9,8,4.0,5,6.4,4,0.5,2,10,1,1,10,7,2,41,0,0,1,1,0,0,0,0,0,0,0,0,0
21,5.3,6,64,54,0.5,0,73,1.3,2.9,9,5,8.0,9,4.8,0,0.7,4,6,6,6,2,7,6,58,1,0,0,0,1,0,0,0,1,0,1,0,0
15,4.6,0,63,53,0.0,0,47,1.7,3.3,10,9,7.0,4,7.7,3,0.9,2,6,1,5,7,10,1,61,0,0,1,0,0,1,1,0,0,0,0,0,1
16,3.7,2,46,67,5.3,1,110,0.0,2.7,10,1,4.0,1,5.3,2,2.0,10,3,8,3,6,4,8,35,0,1,0,0,0,1,1,0,0,0,0,1,0
23,4.2,6,99,84,1.7,0,79,0.0,2.0,9,10,2.0,1,7.6,6,2.0,10,1,6,7,9,8,6,76,0,0,1,0,1,0,0,0,1,1,0,0,0
21,4.3,4,40,100,5.0,1,5,2.1,1.4,6,8,10.0,1,6.5,0,2.0,9,7,7,5,7,2,4,77,0,0,1,0,0,1,1,0,0,0,1,0,0
16,6.4,1,89,66,5.2,0,36,1.5,4.6,5,10,6.0,3,5.4,1,0.5,7,10,7,10,1,4,7,76,0,0,0,0,0,1,0,0,0,0,0,0,0
23,4.1,1,72,65,5.8,1,91,1.1,5.5,10,3,3.0,7,5.6,0,2.7,7,7,3,10,2,7,9,25,0,0,0,0,0,1,0,0,1,0,1,0,0
21,2.3,1,46,75,4.9,1,64,1.9,1.6,10,3,8.0,9,6.1,7,1.9,1,2,10,2,4,2,7,24,1,0,1,0,0,0,0,1,0,0,1,0,0
23,2.3,1,64,86,4.7,1,52,0.9,0.0,8,8,8.0,1,6.5,5,0.8,8,9,4,1,1,5,2,53,0,0,1,0,0,1,0,0,1,0,0,1,0
22,6.5,1,84,66,2.3,1,105,1.1,0.1,1,4,2.0,4,7.0,7,1.8,9,5,7,3,10,4,10,83,1,0,0,0,1,0,0,0,1,0,1,0,0
15,3.1,1,72,91,0.0,1,23,3.0,2.6,1,8,3.0,1,6.0,3,1.8,4,5,6,7,4,8,6,61,0,0,1,0,1,0,0,0,0,0,0,0,1
22,3.8,4,78,77,2.4,0,75,3.9,2.4,10,7,1.0,10,8.4,0,0.0,4,4,10,2,1,10,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0
22,5.7,4,67,97,4.9,0,104,0.1,0.2,1,2,6.0,4,7.3,3,2.2,8,2,4,3,2,6,4,44,0,0,0,1,0,0,0,1,0,0,0,0,0
20,2.8,5,92,100,3.4,0,23,0.2,3.3,5,7,6.0,3,6.1,1,1.7,9,3,6,1,10,5,8,92,1,1,0,0,0,1,0,1,0,0,1,0,0
19,4.8,1,63,84,4.3,0,18,2.4,0.4,6,7,2.0,9,7.2,0,1.4,7,4,10,2,10,5,6,43,0,0,0,1,0,0,0,0,1,0,0,0,1
17,5.3,1,51,66,1.7,1,55,2.1,1.3,9,2,8.0,10,6.5,2,1.3,5,4,8,4,10,6,2,33,1,0,1,0,1,0,0,0,1,0,0,0,1
19,3.6,0,40,75,4.3,1,42,1.7,2.2,6,10,7.0,10,6.7,5,0.6,8,3,10,8,8,5,8,33,0,0,1,1,0,0,1,0,0,1,0,0,0
15,2.8,2,57,77,1.9,0,114,0.9,1.4,10,10,9.0,7,7.8,1,0.0,7,7,8,1,5,2,2,39,0,0,0,0,1,0,0,0,0,0,1,0,0
15,6.4,2,89,67,0.8,1,114,2.7,0.0,5,10,7.0,4,7.3,4,3.2,8,9,4,10,3,2,5,86,1,1,0,0,0,1,0,0,1,0,0,0,0
15,3.0,3,63,83,3.0,0,61,0.8,0.1,6,3,3.0,10,6.7,7,1.6,2,2,5,6,2,5,7,56,0,1,0,0,1,0,0,1,0,0,0,1,0
22,3.6,5,99,58,2.9,1,36,1.6,0.2,10,4,9.0,5,7.6,7,0.6,7,8,3,4,5,6,1,57,1,0,0,0,0,1,0,0,1,0,0,0,1
21,2.5,4,60,97,2.4,1,107,0.0,1.4,4,8,5.0,10,6.1,0,0.0,4,6,8,3,5,2,2,47,1,1,0,0,0,1,1,0,0,0,0,0,0
20,2.6,7,80,57,1.2,1,105,2.1,3.2,5,3,6.0,3,5.3,1,0.0,4,5,3,9,5,2,3,75,1,0,0,0,0,0,0,0,0,0,1,0,0
23,4.9,6,84,99,1.7,0,80,2.2,0.9,1,7,10.0,1,5.3,7,2.4,10,1,6,7,6,4,1,99,1,0,1,0,0,0,1,0,0,1,0,0,0
18,3.6,7,79,80,3.0,0,115,1.7,1.9,3,2,7.0,8,3.9,0,0.6,4,4,3,6,1,6,2,30,1,0,0,1,0,0,0,1,0,0,0,1,0
21,5.7,4,95,53,2.6,0,91,1.8,1.2,5,1,2.0,5,7.6,4,2.0,4,4,4,4,3,7,9,69,0,0,0,0,0,0,0,1,0,0,1,0,0
19,4.7,4,94,59,2.7,0,100,0.2,1.9,5,10,6.0,10,5.3,4,1.8,5,1,9,1,5,10,9,61,1,0,0,0,0,0,0,0,0,0,0,1,0
22,2.1,5,82,68,3.6,1,97,1.8,2.1,9,1,7.0,10,4.5,2,1.5,8,7,4,4,6,6,9,39,0,0,1,0,0,1,0,1,0,0,1,0,0
22,1.0,0,68,68,2.5,1,101,0.7,2.2,3,9,6.0,7,6.4,7,1.9,7,6,3,5,1,7,9,52,0,0,1,0,0,1,0,1,0,0,1,0,0
18,4.0,2,56,54,6.0,1,40,3.8,1.2,5,2,10.0,9,6.1,2,0.0,8,3,7,1,1,9,8,47,1,0,1,0,0,1,1,0,0,0,0,1,0
17,1.2,3,59,50,4.3,1,89,1.5,0.0,7,6,2.0,2,7.5,1,1.3,8,6,2,7,4,2,6,31,1,1,0,1,0,0,1,0,0,0,0,0,1
22,1.6,6,90,84,4.2,0,34,4.4,0.0,6,7,4.0,6,6.5,6,0.9,1,7,9,10,5,2,10,49,0,0,1,1,0,0,0,0,1,0,0,0,0
21,2.0,5,83,66,0.0,0,72,1.1,3.6,7,7,2.0,6,6.9,2,1.0,2,6,2,5,2,3,3,62,0,1,0,0,0,1,0,1,0,0,0,0,1
22,1.7,1,43,59,1.5,1,10,0.7,3.2,9,3,5.0,8,7.6,5,0.5,8,6,3,8,9,8,4,29,1,1,0,0,0,0,0,0,1,0,0,0,0
20,2.3,2,56,90,4.7,1,6,1.5,1.8,4,10,6.0,7,6.5,3,1.2,8,5,4,7,7,9,9,60,1,1,0,0,1,0,1,0,0,0,1,0,0
15,6.4,0,79,65,3.2,0,75,0.0,2.3,4,2,3.0,8,5.0,6,1.0,2,6,9,4,9,2,2,46,1,0,0,0,0,1,0,1,0,0,0,0,1
23,1.3,4,50,55,3.7,1,27,1.7,1.5,2,6,4.0,9,5.9,7,0.9,5,1,4,1,6,2,5,43,0,0,0,0,0,1,0,0,0,0,1,0,0
17,3.5,6,49,64,3.6,1,86,0.7,1.6,6,3,2.0,2,6.3,5,0.0,5,7,5,7,4,8,10,51,1,0,1,0,0,0,0,1,0,0,0,0,1
21,3.4,5,44,72,2.1,0,96,2.6,2.6,10,3,9.0,6,4.8,3,2.0,3,8,4,1,6,10,1,34,0,1,0,0,0,0,0,1,0,0,1,0,0
15,5.6,6,74,84,2.8,0,71,2.3,1.8,10,5,9.0,2,6.4,1,1.6,10,2,4,6,5,1,6,81,0,0,1,1,0,0,0,0,1,1,0,0,0
17,0.7,4,60,94,2.5,1,94,0.5,3.4,8,5,1.0,5,7.0,4,0.4,8,7,5,2,6,6,10,34,0,0,1,0,1,0,0,0,1,0,1,0,0
22,1.7,7,72,56,2.7,0,97,2.7,0.7,10,10,6.0,4,6.6,3,0.7,7,7,9,8,6,6,5,32,1,1,0,1,0,0,1,0,0,0,1,0,0
23,3.9,0,82,77,3.7,0,96,2.5,3.7,10,7,10.0,4,7.7,1,0.1,9,9,5,1,7,10,10,84,0,1,0,0,0,1,0,1,0,0,1,0,0
20,5.9,4,41,67,4.0,0,116,1.9,1.3,9,3,7.0,8,6.4,5,0.6,1,8,10,3,8,4,8,43,0,1,0,1,0,0,0,1,0,0,0,0,1
15,4.7,6,96,83,2.9,0,15,1.5,3.9,4,5,3.0,10,6.3,3,2.0,7,1,10,1,5,2,9,58,1,1,0,0,1,0,0,0,1,1,0,0,0
19,4.8,3,71,77,0.0,0,39,3.3,1.1,9,7,9.0,10,6.2,2,0.7,6,8,4,5,5,4,4,64,0,1,0,0,0,0,0,0,0,0,1,0,0
18,6.0,5,41,70,1.1,1,104,2.5,4.2,7,6,10.0,5,7.0,2,0.0,9,1,5,2,4,1,3,60,0,1,0,0,0,0,0,0,0,0,0,1,0
16,3.5,2,80,68,3.4,0,8,1.8,0.4,7,3,5.0,1,8.8,1,1.1,9,1,1,4,4,2,9,73,1,0,1,0,1,0,0,0,0,0,0,1,0
23,2.0,1,68,64,1.4,1,97,1.1,0.0,1,7,3.0,3,6.3,5,1.2,10,2,10,4,10,9,9,50,0,1,0,0,1,0,1,0,0,0,0,0,0
18,2.7,4,47,93,3.9,1,73,2.8,1.2,2,3,10.0,9,5.5,4,0.8,3,4,9,3,7,3,7,38,0,1,0,1,0,0,0,1,0,0,1,0,0
16,4.3,1,71,67,1.5,1,81,1.3,3.8,10,8,9.0,2,5.8,5,1.2,6,7,3,3,10,9,8,85,0,0,0,0,0,0,1,0,0,0,0,0,0
15,3.5,3,41,60,1.3,0,89,3.3,1.5,6,5,2.0,8,6.6,1,2.2,8,3,7,8,10,3,2,34,1,0,1,0,0,0,1,0,0,0,0,0,0
21,3.1,4,58,82,3.7,0,115,1.5,2.3,8,5,10.0,5,6.1,5,2.0,1,7,1,2,2,5,10,48,1,0,1,0,1,0,1,0,0,0,0,0,0
20,0.5,1,88,55,2.7,0,92,2.9,4.4,10,1,7.0,10,7.3,5,0.9,10,7,3,6,3,7,7,25,0,1,0,1,0,0,0,0,0,0,0,0,1
22,4.4,0,49,58,1.8,0,83,2.7,1.8,2,3,10.0,2,6.1,1,0.3,8,6,7,1,3,3,2,58,1,1,0,0,0,1,0,1,0,0,0,0,1
18,5.1,4,40,76,3.0,1,41,0.6,4.2,7,10,3.0,6,5.7,6,0.0,10,1,3,2,8,7,2,29,1,0,0,1,0,0,0,1,0,0,0,1,0
17,4.4,1,53,74,2.9,0,52,1.6,1.3,10,2,9.0,6,7.3,4,1.5,10,6,7,4,1,8,10,34,0,0,0,1,0,0,0,1,0,0,0,1,0
20,4.9,6,69,54,3.1,0,103,1.5,0.0,1,7,5.0,3,7.8,3,1.2,9,2,8,9,3,2,7,100,0,0,0,0,0,0,1,0,0,0,0,0,1
19,5.3,3,89,74,3.9,0,6,0.8,3.0,9,9,3.0,1,7.9,2,1.1,9,9,3,3,5,2,6,70,1,0,0,1,0,0,1,0,0,1,0,0,0
18,2.6,6,44,73,3.9,0,92,1.9,5.0,2,4,10.0,7,8.9,0,1.5,9,8,2,7,2,2,4,56,1,0,1,0,1,0,0,0,0,0,1,0,0
19,5.2,7,57,98,1.6,1,22,1.8,3.5,7,3,10.0,2,7.9,6,0.9,1,1,9,5,1,7,9,55,0,1,0,1,0,0,0,0,0,1,0,0,0
19,2.0,6,95,62,2.1,0,37,2.6,1.5,1,6,1.0,3,7.9,2,1.2,2,4,9,4,10,10,8,75,1,0,0,0,0,0,1,0,0,0,0,1,0
15,3.9,1,55,89,2.8,1,16,2.5,0.2,4,1,9.0,6,8.4,1,0.8,9,5,6,3,4,6,7,63,0,1,0,0,0,0,0,0,0,0,0,0,0
16,1.1,6,54,94,2.5,1,58,1.9,2.7,8,10,1.0,8,6.0,3,1.5,2,2,5,10,9,3,8,52,1,0,0,0,1,0,0,0,0,0,0,1,0
17,3.7,2,50,80,2.8,1,53,1.6,4.2,7,3,5.0,5,6.8,1,2.3,2,4,4,4,6,2,6,60,1,0,0,0,0,0,0,0,1,0,0,0,1
22,4.8,1,98,57,3.4,1,59,1.9,2.8,3,5,7.0,8,5.3,3,0.2,10,3,6,5,4,2,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3.9,0,90,84,1.9,0,105,0.2,3.5,8,3,1.0,1,6.6,5,2.0,3,4,2,2,7,1,7,60,0,0,0,1,0,0,1,0,0,1,0,0,0
15,2.7,7,85,55,1.9,0,86,1.1,2.1,10,3,6.0,10,7.7,3,0.0,8,8,10,6,5,8,4,26,0,1,0,0,0,0,0,0,1,0,0,1,0
19,3.6,7,78,96,2.2,1,30,1.9,1.3,8,7,7.0,5,5.9,6,2.1,6,5,3,10,10,4,3,84,0,0,0,0,1,0,0,1,0,0,0,1,0
21,5.9,5,73,91,3.0,0,119,3.3,0.3,10,9,4.0,9,6.9,2,0.7,8,10,4,3,3,5,1,52,0,1,0,0,0,0,0,0,1,0,1,0,0
17,3.7,0,57,60,3.3,1,52,1.9,2.0,8,2,9.0,2,8.0,3,0.9,7,8,5,6,1,6,8,53,0,1,0,0,1,0,0,0,1,0,0,1,0
18,6.1,0,79,81,2.7,1,61,2.6,1.6,7,3,2.0,7,5.9,6,1.6,9,3,7,8,2,6,8,45,1,1,0,0,0,0,0,0,1,0,0,0,1
17,3.2,5,76,76,5.0,1,96,1.9,0.0,1,1,4.0,6,5.4,3,0.2,1,5,10,5,5,10,6,20,1,1,0,1,0,0,0,0,0,1,0,0,0
23,7.6,6,85,57,1.7,1,29,0.0,0.0,5,10,7.0,8,5.6,7,2.2,8,3,4,6,7,4,4,68,0,0,0,1,0,0,0,0,1,0,0,0,0
22,6.4,2,78,61,4.1,1,11,1.6,1.2,10,10,8.0,9,7.3,6,0.9,7,4,9,8,1,2,2,24,0,1,0,1,0,0,0,0,0,0,0,1,0
15,5.6,3,81,61,1.2,1,100,2.0,2.3,9,3,3.0,7,7.6,6,1.7,7,5,7,2,6,8,1,48,1,1,0,0,1,0,0,0,0,0,1,0,0
15,4.0,7,47,72,0.3,0,110,3.2,0.0,2,4,1.0,3,6.0,5,1.0,5,9,4,10,7,1,9,75,1,0,1,1,0,0,1,0,0,0,0,0,0
21,3.5,1,54,81,3.8,0,39,1.2,3.4,9,5,2.0,8,4.4,0,1.5,6,10,8,9,5,6,4,12,1,1,0,0,0,0,0,1,0,1,0,0,0
19,4.7,4,55,95,2.8,1,26,1.6,1.4,2,2,6.0,8,4.4,3,0.6,2,2,7,10,1,6,7,23,1,0,1,1,0,0,0,0,0,0,0,0,1
16,6.6,0,83,93,5.8,0,49,1.4,0.8,1,4,7.0,10,6.6,2,1.2,2,4,5,1,8,8,6,75,0,0,0,0,0,1,1,0,0,0,0,1,0
19,5.2,4,90,68,5.1,0,51,1.5,0.0,2,4,7.0,1,6.5,6,0.9,7,1,1,4,5,5,4,62,0,0,1,1,0,0,0,0,1,0,0,0,0
15,3.9,4,69,56,2.9,0,15,0.7,2.1,4,4,9.0,7,6.2,2,0.7,1,2,7,2,7,9,2,45,1,1,0,0,1,0,0,0,1,0,0,1,0
21,3.2,4,55,88,6.4,1,81,1.8,2.7,3,7,6.0,8,6.7,5,2.0,8,6,10,7,9,7,3,51,0,0,1,0,0,1,0,0,0,0,0,1,0
17,4.5,3,97,55,2.9,1,29,0.0,3.6,6,2,10.0,1,8.0,0,3.0,4,3,2,9,1,7,4,71,1,1,0,0,0,1,0,0,1,0,0,0,0
19,6.5,1,94,71,5.2,1,9,2.0,1.3,5,6,5.0,7,8.4,3,0.0,1,8,4,1,5,8,4,68,1,0,0,0,0,1,0,1,0,0,0,0,0
17,3.7,0,41,64,3.0,1,26,2.6,0.8,1,5,10.0,9,3.6,7,1.4,3,1,3,1,8,1,5,48,1,0,1,0,0,0,0,1,0,0,0,1,0
